RMSD,score
10.7440061569,75.3198452405
8.56508922577,52.7183547896
11.0194101334,79.3285379144
9.909324646,62.897164145
10.0806875229,91.188287475
9.20834732056,62.2756318747
7.55294752121,51.9128870832
10.3251991272,58.1039810749
9.85935401917,54.8475798665
11.0650291443,49.6226500398
9.19252586365,57.5638423105
11.4913320541,75.9353143973
9.47394371033,67.7970412662
9.7375087738,59.8805875632
10.5119380951,63.7632507528
7.85161924362,49.1636120305
9.19532394409,82.4830672955
12.6301813126,79.5072980074
10.7303256989,57.7126639472
9.50118732452,59.2404201376
9.39646339417,75.5568560015
8.79761123657,76.5693104986
12.702422142,91.2936110458
12.0849809647,86.7144899405
7.94598722458,43.6439321636
10.3736209869,63.2438813096
8.01339817047,60.2647083388
8.76556491852,71.9596607627
9.47329998016,87.6192349242
9.97897529602,64.4668947296
8.14605331421,76.6681598513
10.8626842499,76.946463804
8.51847934723,65.2207474042
9.12110996246,80.9307295379
10.4552841187,74.8010851594
9.1172246933,73.3532478186
9.92174530029,66.6618086302
9.47268295288,71.9664696635
9.15519332886,62.6094006564
7.81986761093,56.2143734334
9.71900367737,60.5141800862
8.62149333954,59.6359498349
9.55785083771,64.1812378489
10.0017557144,67.0636775777
8.09889984131,56.8465282984
11.3998641968,67.1538439898
8.14273738861,59.4357890838
7.65220737457,58.5850051608
11.6175556183,70.2700588065
11.1187944412,74.8357431469
9.40600013733,67.8501897208
9.23705005646,58.1434859738
10.6943778992,60.0840828248
7.89510202408,63.4146580304
11.4673833847,56.9346210767
11.7150144577,76.7271686105
8.22042655945,55.2140246424
8.76855373383,60.4847409899
9.34640884399,68.6160758949
9.69694137573,63.3849384747
9.08688354492,66.0691240403
10.3991136551,82.405341533
11.6031856537,59.1389977046
9.23801136017,70.2453387082
13.6642923355,80.6955704099
9.76960849762,73.9042024293
10.3558187485,65.5871262995
10.2887554169,60.1127775661
8.53176689148,71.45628762
10.164973259,66.2882121297
11.8165607452,72.0613243234
7.34799575806,70.3159315299
7.7739572525,64.3711962207
10.0367279053,73.8800891686
10.1069803238,73.897697512
11.4367523193,62.6640482274
10.2927761078,68.9766058479
8.50141429901,69.037951724
9.94678783417,95.6081408747
10.7099409103,73.7582704878
8.5644569397,54.3826281766
9.39680862427,77.318072706
11.0262308121,71.5290807792
11.6884183884,74.0916715406
8.33646583557,62.149133242
10.4782524109,83.565340592
11.7165689468,81.2717913271
10.2675218582,68.7180511731
8.62527656555,75.96004751
10.1203708649,70.7329047659
11.3284006119,88.0441762709
9.54620742798,71.1104569684
11.7028560638,57.8779533985
10.233549118,67.8359363752
11.6528072357,65.570185597
10.429101944,50.0607906127
10.1628866196,76.5912578289
9.4817609787,68.1421009697
7.73117351532,58.3088201204
8.89312648773,60.8931106449
8.06441688538,56.8383748987
9.8289308548,53.1633912262
8.64046669006,60.9010793984
11.5935087204,70.185361232
8.137550354,90.4114782924
11.0909166336,59.3886234077
10.0942687988,61.7981989769
10.8645143509,95.8975740074
9.65539360046,46.338371287
9.07699584961,70.3885820332
9.10681056976,55.7672138022
8.8383769989,66.3280722477
11.2687826157,66.8519194944
7.30308485031,49.5783770872
6.48058795929,46.5922508639
7.79250764847,55.6189834003
7.7167930603,38.9470942411
8.70994663239,48.9133868066
8.63021183014,75.449098624
8.81737613678,69.2616469334
7.84537649155,52.5637650867
10.2341051102,74.3739021033
10.1601610184,63.5831890801
10.2154941559,64.6266627978
8.59264945984,49.4334777467
8.97504520416,61.2677781983
8.56710529327,56.4942620119
10.7413883209,70.1286273144
10.5441379547,69.1889801185
9.55295372009,61.983372658
11.0059490204,82.8750342124
9.01558303833,47.5271427578
10.1012458801,66.1829545891
8.0750541687,54.784240422
7.75693941116,54.536130363
10.2935810089,66.1285455513
10.2620725632,68.2167044611
8.43510055542,76.4341221405
7.69883537292,67.6795355012
9.10340213776,71.8896169681
7.64622068405,55.6862094238
7.84225511551,52.966769352
6.97574138641,66.5199031202
9.32592010498,56.5934868255
10.600399971,60.869386588
12.4819641113,97.1054227727
8.89377307892,66.1795068485
11.27064991,72.8374525038
8.94090938568,79.8052774246
9.12404727936,71.3124660857
8.9063243866,62.1942268266
9.80832958221,83.8746698379
9.02657604218,62.9348985137
10.9489412308,70.8082022293
12.1230573654,101.326277783
8.37054347992,55.6677584617
7.66753101349,66.363748662
8.59141540527,56.9478660885
7.54450368881,62.7433615296
9.69421482086,62.5113900825
10.0399684906,59.7184154059
9.67157363892,51.799496169
7.14973497391,51.6508224102
8.07954311371,76.7658898765
8.27680206299,53.5191630925
8.30763530731,75.7687135303
8.47064971924,68.9062729889
9.4433298111,46.6222408229
9.91987705231,64.3916188094
7.98506116867,29.3766956692
